Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_VPD,Port3_RH,Port3_Atmos_pressure,Port3_Temp,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
ET7,MC2,2023-12-29T21:30:00Z,88.07,18.6,0.19,0.913,0.22,0.9,88.17,19,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-29T21:45:00Z,88.06,19.6,0.32,0.861,0.34,0.854,88.17,19.8,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-29T22:00:00Z,88.08,19.2,0.25,0.886,0.25,0.888,88.18,19.3,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-29T22:15:00Z,88.08,18.5,0.15,0.928,0.15,0.929,88.18,18.6,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-29T22:30:00Z,88.07,18,0.1,0.951,0.1,0.953,88.17,18.1,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-29T22:45:00Z,88.06,17.9,0.09,0.958,0.08,0.959,88.16,17.9,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-29T23:00:00Z,88.04,18.9,0.25,0.887,0.23,0.897,88.15,18.9,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-29T23:15:00Z,88.04,19.4,0.3,0.866,0.28,0.875,88.14,19.3,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-29T23:30:00Z,88.02,19.4,0.29,0.873,0.27,0.879,88.12,19.4,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-29T23:45:00Z,88.02,18.6,0.18,0.915,0.16,0.925,88.12,18.5,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T00:00:00Z,88.01,17.7,0.09,0.955,0.08,0.962,88.12,17.7,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T00:15:00Z,88.01,17.7,0.09,0.958,0.07,0.965,88.12,17.6,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T00:30:00Z,87.99,17.7,0.09,0.954,0.08,0.962,88.09,17.7,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T00:45:00Z,87.97,18.8,0.28,0.871,0.26,0.878,88.07,18.8,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T01:00:00Z,87.97,18.6,0.25,0.885,0.22,0.896,88.07,18.5,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T01:15:00Z,87.94,18.2,0.2,0.902,0.18,0.913,88.05,18.1,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T01:30:00Z,87.91,18.6,0.23,0.891,0.21,0.901,88.02,18.5,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T01:45:00Z,87.9,18.7,0.26,0.88,0.23,0.894,88,18.6,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T02:00:00Z,87.89,18.8,0.28,0.871,0.25,0.884,87.99,18.7,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T02:15:00Z,87.87,18.8,0.27,0.875,0.24,0.89,87.97,18.7,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T02:30:00Z,87.85,19,0.29,0.867,0.27,0.878,87.95,18.9,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T02:45:00Z,87.84,19,0.3,0.864,0.28,0.873,87.94,19,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T03:00:00Z,87.82,19.4,0.35,0.846,0.33,0.852,87.92,19.4,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T03:15:00Z,87.82,19.5,0.36,0.841,0.35,0.845,87.92,19.6,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T03:30:00Z,87.82,19.6,0.38,0.834,0.37,0.837,87.92,19.7,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T03:45:00Z,87.83,19.8,0.44,0.812,0.44,0.812,87.93,19.9,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T04:00:00Z,87.84,19.6,0.44,0.809,0.42,0.815,87.94,19.7,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T04:15:00Z,87.83,19.2,0.39,0.827,0.36,0.837,87.93,19.2,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T04:30:00Z,87.86,19.1,0.35,0.843,0.34,0.845,87.96,19.2,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T04:45:00Z,87.88,18.7,0.3,0.862,0.28,0.87,87.98,18.7,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T05:00:00Z,87.88,19.4,0.39,0.828,0.39,0.827,87.98,19.6,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T05:15:00Z,87.89,18.6,0.26,0.879,0.25,0.882,88,18.7,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T05:30:00Z,87.92,17.6,0.1,0.949,0.11,0.947,88.02,17.7,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T05:45:00Z,87.93,17.4,0.05,0.973,0.06,0.972,88.04,17.5,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T06:00:00Z,87.94,17.6,0.06,0.969,0.06,0.968,88.05,17.7,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T06:15:00Z,87.97,17.4,0.03,0.984,0.04,0.978,88.07,17.6,1.8,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T06:30:00Z,87.97,17.5,0.03,0.987,0.03,0.984,88.08,17.5,9.9,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T06:45:00Z,87.99,17.7,0.04,0.978,0.04,0.979,88.1,17.7,18.9,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T07:00:00Z,88.03,17.8,0.05,0.974,0.05,0.974,88.13,17.8,20.5,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T07:15:00Z,88.05,17.9,0.05,0.974,0.05,0.974,88.15,17.9,22.5,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T07:30:00Z,88.07,17.9,0.05,0.977,0.04,0.979,88.18,17.9,26,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T07:45:00Z,88.1,18.1,0.04,0.981,0.03,0.983,88.2,18,41.4,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T08:00:00Z,88.11,18.2,0.04,0.981,0.03,0.986,88.21,18,44.1,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T08:15:00Z,88.12,18.4,0.04,0.98,0.03,0.988,88.23,18.2,77.5,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T08:30:00Z,88.12,18.7,0.06,0.97,0.03,0.986,88.23,18.3,98.1,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T08:45:00Z,88.12,19,0.09,0.957,0.06,0.973,88.22,18.6,99.2,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T09:00:00Z,88.11,19.1,0.11,0.952,0.07,0.967,88.22,18.7,97,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T09:15:00Z,88.11,19.9,0.15,0.934,0.11,0.952,88.21,19.4,147.2,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T09:30:00Z,88.11,20.5,0.21,0.914,0.14,0.939,88.21,19.9,136.8,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T09:45:00Z,88.12,20.4,0.19,0.921,0.13,0.943,88.22,19.9,156,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T10:00:00Z,88.12,20.7,0.21,0.912,0.14,0.94,88.23,20,256.2,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T10:15:00Z,88.12,21.1,0.26,0.894,0.18,0.923,88.23,20.3,359.8,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T10:30:00Z,88.11,21,0.26,0.894,0.19,0.919,88.22,20.3,287.1,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T10:45:00Z,88.1,21.1,0.31,0.878,0.23,0.905,88.2,20.4,208,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T11:00:00Z,88.08,21.2,0.36,0.858,0.29,0.88,88.18,20.7,186.4,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T11:15:00Z,88.07,21.1,0.37,0.854,0.31,0.874,88.17,20.7,143.7,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T11:30:00Z,88.06,21,0.32,0.87,0.27,0.888,88.16,20.6,149.8,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T11:45:00Z,88.05,21.4,0.36,0.858,0.3,0.877,88.15,20.9,166.4,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T12:00:00Z,88.04,22,0.45,0.83,0.37,0.856,88.14,21.5,155.8,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T12:15:00Z,88.03,22,0.48,0.817,0.4,0.842,88.13,21.4,120.3,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T12:30:00Z,88.02,22.3,0.51,0.812,0.41,0.84,88.12,21.7,175.2,15,0,450,NA,NA,NA
ET7,MC2,2023-12-30T12:45:00Z,88.01,22.4,0.53,0.804,0.44,0.831,88.11,21.7,555,4,0,449,NA,NA,NA
ET7,MC2,2023-12-30T13:00:00Z,87.99,22.5,0.56,0.795,0.46,0.824,88.09,21.7,294.3,0,0,450,NA,NA,NA
ET7,MC2,2023-12-30T13:15:00Z,87.96,22.4,0.61,0.775,0.5,0.808,88.06,21.6,115.2,1,0,450,NA,NA,NA
ET7,MC2,2023-12-30T13:30:00Z,87.93,22.4,0.58,0.785,0.47,0.817,88.04,21.7,114.8,4,0,450,NA,NA,NA
ET7,MC2,2023-12-30T13:45:00Z,87.92,23.1,0.67,0.764,0.52,0.806,88.02,22.1,119.2,1,0,449,NA,NA,NA
ET7,MC2,2023-12-30T14:00:00Z,87.91,23.5,0.73,0.747,0.54,0.798,88.01,22,95.8,0,0,449,NA,NA,NA
ET7,MC2,2023-12-30T14:15:00Z,87.9,23.4,0.76,0.736,0.57,0.785,88.01,22.1,95.6,0,0,449,NA,NA,NA
ET7,MC2,2023-12-30T14:30:00Z,87.89,22.9,0.68,0.756,0.52,0.799,88,21.8,89.9,0,0,449,NA,NA,NA
ET7,MC2,2023-12-30T14:45:00Z,87.88,23.2,0.61,0.787,0.44,0.836,87.98,22.1,114.8,4,0,449,NA,NA,NA
ET7,MC2,2023-12-30T15:00:00Z,87.88,22.8,0.51,0.814,0.38,0.855,87.98,21.9,131.7,1,0,449,NA,NA,NA
ET7,MC2,2023-12-30T15:15:00Z,87.88,22,0.43,0.837,0.34,0.869,87.98,21.5,89.5,4,0,450,NA,NA,NA
ET7,MC2,2023-12-30T15:30:00Z,87.89,20.7,0.32,0.869,0.26,0.89,87.99,20.5,42.1,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T15:45:00Z,87.88,21.4,0.37,0.856,0.25,0.894,87.98,20.5,46,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T16:00:00Z,87.88,21.1,0.38,0.85,0.26,0.891,87.99,20.2,43.8,15,0,451,NA,NA,NA
ET7,MC2,2023-12-30T16:15:00Z,87.9,20.9,0.38,0.846,0.28,0.882,88,20.1,18.5,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T16:30:00Z,87.9,20,0.27,0.884,0.24,0.898,88,19.9,10.8,15,0,452,NA,NA,NA
ET7,MC2,2023-12-30T16:45:00Z,87.92,19.5,0.2,0.914,0.18,0.92,88.02,19.5,9,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T17:00:00Z,87.94,19.2,0.16,0.929,0.15,0.935,88.04,19.2,7.1,15,0,453,NA,NA,NA
ET7,MC2,2023-12-30T17:15:00Z,87.96,19,0.14,0.936,0.14,0.938,88.06,19.1,5.9,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T17:30:00Z,87.98,18.7,0.11,0.949,0.1,0.952,88.08,18.8,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T17:45:00Z,87.98,18.5,0.09,0.957,0.09,0.956,88.08,18.6,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T18:00:00Z,87.99,18.4,0.07,0.968,0.08,0.965,88.09,18.6,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T18:15:00Z,87.99,18.3,0.06,0.972,0.07,0.968,88.09,18.5,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T18:30:00Z,87.99,18.1,0.04,0.982,0.05,0.975,88.09,18.3,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T18:45:00Z,88,18,0.02,0.989,0.04,0.983,88.1,18.2,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T19:00:00Z,88.02,18.2,0.04,0.98,0.04,0.98,88.12,18.3,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T19:15:00Z,88.04,18.2,0.06,0.973,0.06,0.973,88.14,18.3,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T19:30:00Z,88.06,18.3,0.11,0.95,0.11,0.949,88.17,18.4,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-30T19:45:00Z,88.1,18.3,0.08,0.963,0.08,0.96,88.2,18.4,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T20:00:00Z,88.11,18,0.01,0.997,0.01,0.995,88.22,18.1,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T20:15:00Z,88.12,18,0,0.999,0,1,88.23,18,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T20:30:00Z,88.15,18,0,1,0,1.001,88.25,18,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T20:45:00Z,88.16,17.9,0,1,0,1.001,88.26,18,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T21:00:00Z,88.16,18,0,1,0,0.999,88.26,18.1,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T21:15:00Z,88.16,18,0,1.001,0,1,88.27,18,0,15,0,457,NA,NA,NA
ET7,MC2,2023-12-30T21:30:00Z,88.15,17.8,0,1.001,0,0.999,88.26,17.9,0,15,0,457,NA,NA,NA
ET7,MC2,2023-12-30T21:45:00Z,88.15,17.6,0,1,0,0.999,88.26,17.8,0,15,0,456,NA,NA,NA
ET7,MC2,2023-12-30T22:00:00Z,88.15,17.6,0.03,0.986,0.04,0.983,88.26,17.7,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T22:15:00Z,88.15,17.6,0.05,0.973,0.06,0.971,88.25,17.7,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T22:30:00Z,88.14,17.5,0.05,0.974,0.06,0.971,88.25,17.6,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T22:45:00Z,88.14,17.6,0.03,0.983,0.04,0.982,88.24,17.6,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T23:00:00Z,88.13,17.6,0.04,0.982,0.04,0.982,88.23,17.6,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T23:15:00Z,88.11,17.7,0.04,0.982,0.04,0.98,88.21,17.8,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T23:30:00Z,88.1,17.7,0.03,0.987,0.03,0.985,88.2,17.8,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-30T23:45:00Z,88.1,17.7,0.03,0.986,0.03,0.983,88.2,17.8,0,15,0,455,NA,NA,NA
ET7,MC2,2023-12-31T00:00:00Z,88.08,18.1,0.09,0.957,0.09,0.956,88.18,18.2,0,15,0,454,NA,NA,NA
ET7,MC2,2023-12-31T00:15:00Z,88.07,18.5,0.18,0.915,0.18,0.914,88.17,18.6,0,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T00:30:00Z,88.04,18.7,0.24,0.887,0.24,0.887,88.14,18.8,0,15,0,452,NA,NA,NA
ET7,MC2,2023-12-31T00:45:00Z,88.03,18.9,0.35,0.838,0.35,0.842,88.13,19,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-31T01:00:00Z,88.01,18.9,0.43,0.805,0.41,0.815,88.11,19,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-31T01:15:00Z,88,19,0.48,0.783,0.46,0.792,88.1,19,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T01:30:00Z,87.99,19.3,0.53,0.761,0.54,0.761,88.09,19.5,0,14,0,450,NA,NA,NA
ET7,MC2,2023-12-31T01:45:00Z,87.96,19.4,0.53,0.766,0.53,0.768,88.07,19.5,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T02:00:00Z,87.96,19.4,0.49,0.781,0.48,0.786,88.06,19.4,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T02:15:00Z,87.95,19.3,0.5,0.775,0.48,0.787,88.05,19.3,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T02:30:00Z,87.94,19.2,0.54,0.756,0.52,0.768,88.05,19.2,0,8,0,450,NA,NA,NA
ET7,MC2,2023-12-31T02:45:00Z,87.93,19.1,0.54,0.754,0.53,0.76,88.04,19.2,0,0,0,450,NA,NA,NA
ET7,MC2,2023-12-31T03:00:00Z,87.94,19,0.54,0.755,0.53,0.762,88.04,19.1,0,0,0,450,NA,NA,NA
ET7,MC2,2023-12-31T03:15:00Z,87.94,18.9,0.51,0.766,0.49,0.774,88.05,18.9,0,1,0,450,NA,NA,NA
ET7,MC2,2023-12-31T03:30:00Z,87.96,18.7,0.47,0.782,0.46,0.788,88.06,18.8,0,12,0,450,NA,NA,NA
ET7,MC2,2023-12-31T03:45:00Z,87.96,18.3,0.4,0.811,0.38,0.818,88.06,18.3,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T04:00:00Z,87.97,18.1,0.37,0.822,0.36,0.829,88.07,18.2,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-31T04:15:00Z,87.97,18.2,0.38,0.818,0.37,0.824,88.07,18.2,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T04:30:00Z,87.98,18.3,0.41,0.804,0.41,0.806,88.08,18.5,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T04:45:00Z,87.99,18.4,0.42,0.803,0.41,0.805,88.09,18.5,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T05:00:00Z,88.01,18.1,0.36,0.827,0.35,0.83,88.11,18.2,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-31T05:15:00Z,88.01,17.9,0.32,0.845,0.31,0.849,88.12,18,0,15,0,451,NA,NA,NA
ET7,MC2,2023-12-31T05:30:00Z,88.02,18.1,0.36,0.826,0.36,0.829,88.12,18.2,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T05:45:00Z,88.03,18.5,0.45,0.787,0.45,0.791,88.13,18.6,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T06:00:00Z,88.04,18.3,0.4,0.808,0.39,0.813,88.14,18.3,0,15,0,450,NA,NA,NA
ET7,MC2,2023-12-31T06:15:00Z,88.05,17.9,0.26,0.873,0.26,0.873,88.16,17.9,1.1,15,0,452,NA,NA,NA
ET7,MC2,2023-12-31T06:30:00Z,88.06,17.7,0.15,0.926,0.15,0.925,88.16,17.8,9.3,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T06:45:00Z,88.08,17.8,0.13,0.934,0.13,0.937,88.18,17.8,17.2,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T07:00:00Z,88.1,17.8,0.17,0.916,0.16,0.922,88.2,17.8,24.4,15,0,452,NA,NA,NA
ET7,MC2,2023-12-31T07:15:00Z,88.1,17.7,0.13,0.935,0.13,0.938,88.2,17.7,22,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T07:30:00Z,88.12,17.8,0.1,0.951,0.09,0.956,88.22,17.7,42.5,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T07:45:00Z,88.13,18,0.11,0.947,0.09,0.954,88.24,17.9,47.2,15,0,453,NA,NA,NA
ET7,MC2,2023-12-31T08:00:00Z,88.15,17.9,0.08,0.961,0.07,0.967,88.25,17.8,25.3,15,0,454,NA,NA,NA
ET7,MC2,2023-12-31T08:15:00Z,88.15,17.9,0.06,0.969,0.06,0.971,88.26,17.8,26.2,15,0,454,NA,NA,NA
ET7,MC2,2023-12-31T08:30:00Z,88.17,18,0.06,0.968,0.06,0.973,88.27,17.9,32.2,15,0,455,NA,NA,NA
ET7,MC2,2023-12-31T08:45:00Z,88.17,17.9,0.04,0.982,0.03,0.984,88.28,17.9,29.8,15,0,455,NA,NA,NA
ET7,MC2,2023-12-31T09:00:00Z,88.18,18,0.03,0.985,0.03,0.987,88.28,17.9,62.3,15,0,455,NA,NA,NA
ET7,MC2,2023-12-31T09:15:00Z,88.19,18.1,0.03,0.985,0.02,0.989,88.29,17.9,76.4,15,6,461,NA,NA,NA
ET7,MC2,2023-12-31T09:30:00Z,88.18,17.9,0.03,0.987,0.02,0.989,88.29,17.8,60.8,15,0,455,NA,NA,NA
ET7,MC2,2023-12-31T09:45:00Z,88.19,17.6,0,0.999,0,0.999,88.29,17.6,35.2,15,15,497,NA,NA,NA
ET7,MC2,2023-12-31T10:00:00Z,88.17,17.5,0,1.001,0,1,88.27,17.5,43.8,15,15,594,NA,NA,NA
ET7,MC2,2023-12-31T10:15:00Z,88.16,17.7,0,0.999,0,1,88.27,17.5,95.6,15,15,532,NA,NA,NA
ET7,MC2,2023-12-31T10:30:00Z,88.16,17.6,0,1,0,1,88.26,17.5,54.2,15,15,496,NA,NA,NA
ET7,MC2,2023-12-31T10:45:00Z,88.15,17.8,0,1.001,0,1,88.25,17.6,87.2,15,11,457,NA,NA,NA
ET7,MC2,2023-12-31T11:00:00Z,88.14,17.8,0,0.999,0,1,88.24,17.6,54.4,15,0,459,NA,NA,NA
ET7,MC2,2023-12-31T11:15:00Z,88.11,17.7,0,1,0,1,88.22,17.6,33.5,15,4,460,NA,NA,NA
ET7,MC2,2023-12-31T11:30:00Z,88.09,17.6,0,1,0,0.999,88.2,17.6,43,15,15,464,NA,NA,NA
ET7,MC2,2023-12-31T11:45:00Z,88.07,17.5,0,1,0,0.999,88.18,17.5,50.5,15,15,462,NA,NA,NA
ET7,MC2,2023-12-31T12:00:00Z,88.05,17.6,0,1,0,1,88.15,17.5,83.3,15,6,457,NA,NA,NA
ET7,MC2,2023-12-31T12:15:00Z,88.02,17.8,0,1.001,0,1,88.13,17.6,59.9,15,0,459,NA,NA,NA
ET7,MC2,2023-12-31T12:30:00Z,88,17.8,0,1,0,0.999,88.11,17.7,68.5,15,2,459,NA,NA,NA
ET7,MC2,2023-12-31T12:45:00Z,87.98,18,0,1.001,0,1.001,88.09,17.8,121.9,15,2,458,NA,NA,NA
ET7,MC2,2023-12-31T13:00:00Z,87.95,18,0,1,0,1,88.06,17.8,57.9,15,13,513,NA,NA,NA
ET7,MC2,2023-12-31T13:15:00Z,87.93,18.1,0,1,0,1.001,88.04,17.9,72.1,15,15,651,NA,NA,NA
ET7,MC2,2023-12-31T13:30:00Z,87.92,18.1,0,1,0,1.001,88.02,18.1,61.3,15,15,623,NA,NA,NA
ET7,MC2,2023-12-31T13:45:00Z,87.91,18,0,1,0,1,88.02,17.9,79.8,15,15,753,NA,NA,NA
ET7,MC2,2023-12-31T14:00:00Z,87.9,17.9,0,1,0,0.999,88,17.9,77.1,15,15,666,NA,NA,NA
ET7,MC2,2023-12-31T14:15:00Z,87.89,17.8,0,1,0,0.999,88,17.8,88.6,15,15,920,NA,NA,NA
ET7,MC2,2023-12-31T14:30:00Z,87.89,17.9,0,0.999,0,1,87.99,17.8,86.4,15,15,737,NA,NA,NA
ET7,MC2,2023-12-31T14:45:00Z,87.88,17.9,0,1,0,1.001,87.99,17.8,81.5,15,15,744,NA,NA,NA
ET7,MC2,2023-12-31T15:00:00Z,87.88,17.9,0,1,0,1,87.99,17.8,93.2,15,15,732,NA,NA,NA
ET7,MC2,2023-12-31T15:15:00Z,87.89,17.9,0,0.999,0,1,87.99,17.9,77.8,15,15,694,NA,NA,NA
ET7,MC2,2023-12-31T15:30:00Z,87.88,17.9,0,1,0,0.999,87.99,17.8,69,15,15,874,NA,NA,NA
ET7,MC2,2023-12-31T15:45:00Z,87.89,17.7,0,0.999,0,1.001,87.99,17.6,51.1,15,15,714,NA,NA,NA
ET7,MC2,2023-12-31T16:00:00Z,87.9,17.6,0,1,0,0.999,88,17.6,38.1,15,15,736,NA,NA,NA
ET7,MC2,2023-12-31T16:15:00Z,87.91,17.6,0,1,0,1,88.01,17.5,20.1,15,15,726,NA,NA,NA
ET7,MC2,2023-12-31T16:30:00Z,87.91,17.5,0,1,0,1,88.01,17.5,13.7,15,15,698,NA,NA,NA
ET7,MC2,2023-12-31T16:45:00Z,87.92,17.5,0,0.999,0,0.999,88.02,17.5,10.1,15,15,799,NA,NA,NA
ET7,MC2,2023-12-31T17:00:00Z,87.93,17.4,0,1,0,1.001,88.04,17.4,4.4,15,15,768,NA,NA,NA
ET7,MC2,2023-12-31T17:15:00Z,87.95,17.4,0,1,0,0.999,88.05,17.4,0,15,15,773,NA,NA,NA
ET7,MC2,2023-12-31T17:30:00Z,87.95,17.4,0,0.999,0,1.001,88.06,17.4,0,15,15,699,NA,NA,NA
ET7,MC2,2023-12-31T17:45:00Z,87.97,17.3,0,1.001,0,1.001,88.07,17.4,0,15,15,876,NA,NA,NA
ET7,MC2,2023-12-31T18:00:00Z,87.97,17.4,0,1,0,1,88.08,17.4,0,15,15,687,NA,NA,NA
ET7,MC2,2023-12-31T18:15:00Z,87.99,17.4,0,1,0,1,88.09,17.4,0,15,15,722,NA,NA,NA
ET7,MC2,2023-12-31T18:30:00Z,87.99,17.4,0,0.999,0,0.999,88.09,17.4,0,15,15,738,NA,NA,NA
ET7,MC2,2023-12-31T18:45:00Z,88,17.4,0,0.999,0,1,88.1,17.4,0,15,15,824,NA,NA,NA
ET7,MC2,2023-12-31T19:00:00Z,88.01,17.4,0,1,0,1,88.12,17.4,0,15,15,688,NA,NA,NA
ET7,MC2,2023-12-31T19:15:00Z,88.03,17.4,0,1,0,1,88.13,17.4,0,15,15,710,NA,NA,NA
ET7,MC2,2023-12-31T19:30:00Z,88.05,17.3,0,1,0,1,88.15,17.3,0,15,15,684,NA,NA,NA
ET7,MC2,2023-12-31T19:45:00Z,88.06,17.2,0,1,0,0.999,88.16,17.2,0,15,15,667,NA,NA,NA
ET7,MC2,2023-12-31T20:00:00Z,88.06,17.2,0,1,0,1,88.17,17.2,0,15,15,721,NA,NA,NA
ET7,MC2,2023-12-31T20:15:00Z,88.07,17.1,0,1.001,0,1,88.18,17.1,0,15,15,673,NA,NA,NA
ET7,MC2,2023-12-31T20:30:00Z,88.08,17.1,0,0.999,0,1.001,88.18,17.1,0,15,15,678,NA,NA,NA
ET7,MC2,2023-12-31T20:45:00Z,88.09,17,0,1,0,1.001,88.19,17,0,15,15,751,NA,NA,NA
ET7,MC2,2023-12-31T21:00:00Z,88.1,17,0,1.001,0,1,88.2,17,0,15,15,720,NA,NA,NA
ET7,MC2,2023-12-31T21:15:00Z,88.09,17,0,0.999,0,0.999,88.19,17,0,15,15,695,NA,NA,NA
ET7,MC2,2023-12-31T21:30:00Z,88.09,16.9,0,1.001,0,1,88.19,17,0,15,15,648,NA,NA,NA
ET7,MC2,2023-12-31T21:45:00Z,88.08,16.9,0,1.001,0,1,88.18,17,0,15,15,673,NA,NA,NA
ET7,MC2,2023-12-31T22:00:00Z,88.06,16.9,0,1.001,0,1,88.16,16.9,0,15,15,651,NA,NA,NA
ET7,MC2,2023-12-31T22:15:00Z,88.04,16.9,0,1,0,1.001,88.14,16.9,0,15,15,689,NA,NA,NA
